1.807179307937622070e+01,4.674826622009277344e+00,9.999999999999991118e-01
1.807179307937622070e+01,4.674826622009277344e+00,1.999999999999999112e+00
1.907179307937622070e+01,4.674826622009277344e+00,9.999999999999991118e-01
1.907179307937622070e+01,4.674826622009277344e+00,1.999999999999999112e+00
1.907179307937622070e+01,4.674826622009277344e+00,2.999999999999999112e+00
1.907179307937622070e+01,4.674826622009277344e+00,3.999999999999999112e+00
1.907179307937622070e+01,4.674826622009277344e+00,4.999999999999999112e+00
2.007179307937622070e+01,4.674826622009277344e+00,2.999999999999999112e+00
2.007179307937622070e+01,4.674826622009277344e+00,3.999999999999999112e+00
2.007179307937622070e+01,4.674826622009277344e+00,4.999999999999999112e+00
2.007179307937622070e+01,4.674826622009277344e+00,5.999999999999999112e+00
2.007179307937622070e+01,4.674826622009277344e+00,6.999999999999999112e+00
2.007179307937622070e+01,4.674826622009277344e+00,7.999999999999999112e+00
2.107179307937622070e+01,4.674826622009277344e+00,5.999999999999999112e+00
2.107179307937622070e+01,4.674826622009277344e+00,6.999999999999999112e+00
2.107179307937622070e+01,4.674826622009277344e+00,7.999999999999999112e+00
2.107179307937622070e+01,4.674826622009277344e+00,9.000000000000000000e+00
2.207179307937622070e+01,4.674826622009277344e+00,9.000000000000000000e+00
3.807179307937622070e+01,4.674826622009277344e+00,9.999999999999991118e-01
3.807179307937622070e+01,4.674826622009277344e+00,1.999999999999999112e+00
3.907179307937622070e+01,4.674826622009277344e+00,9.999999999999991118e-01
3.907179307937622070e+01,4.674826622009277344e+00,1.999999999999999112e+00
3.907179307937622070e+01,4.674826622009277344e+00,2.999999999999999112e+00
3.907179307937622070e+01,4.674826622009277344e+00,3.999999999999999112e+00
3.907179307937622070e+01,4.674826622009277344e+00,4.999999999999999112e+00
4.007179307937622070e+01,4.674826622009277344e+00,2.999999999999999112e+00
4.007179307937622070e+01,4.674826622009277344e+00,3.999999999999999112e+00
4.007179307937622070e+01,4.674826622009277344e+00,4.999999999999999112e+00
4.007179307937622070e+01,4.674826622009277344e+00,5.999999999999999112e+00
4.007179307937622070e+01,4.674826622009277344e+00,6.999999999999999112e+00
4.007179307937622070e+01,4.674826622009277344e+00,7.999999999999999112e+00
4.107179307937622070e+01,4.674826622009277344e+00,5.999999999999999112e+00
4.107179307937622070e+01,4.674826622009277344e+00,6.999999999999999112e+00
4.107179307937622070e+01,4.674826622009277344e+00,7.999999999999999112e+00
4.107179307937622070e+01,4.674826622009277344e+00,9.000000000000000000e+00
4.207179307937622070e+01,4.674826622009277344e+00,9.000000000000000000e+00
5.807179307937622070e+01,4.674826622009277344e+00,9.999999999999991118e-01
5.807179307937622070e+01,4.674826622009277344e+00,1.999999999999999112e+00
5.907179307937622070e+01,4.674826622009277344e+00,9.999999999999991118e-01
5.907179307937622070e+01,4.674826622009277344e+00,1.999999999999999112e+00
5.907179307937622070e+01,4.674826622009277344e+00,2.999999999999999112e+00
5.907179307937622070e+01,4.674826622009277344e+00,3.999999999999999112e+00
5.907179307937622070e+01,4.674826622009277344e+00,4.999999999999999112e+00
